mu,sigma
22.056977410396936,-0.37442148810764686
18.644112454864214,2.0724127822292835
17.797239574933037,1.9385852264969512
21.617738497744366,2.473240919400302
20.045848812344335,3.279057503073414
24.24264523302542,1.777707693431028
22.93345837086129,2.2549799975100133
23.170026493871738,2.5353303678265657
19.67363798199004,2.6472943572212015
17.99569709900115,2.863487010066704
24.957032448126892,2.145621384241727
24.116359202848695,1.0469994838971526
20.019076125668008,1.486266813518806
16.930746937739837,2.2594605541493067
19.5806597415817,4.4339775795282055
22.0142196111991,2.53626692444147
22.13921665319357,2.6778812505136704
19.263798029894964,3.279459574424762
21.5640492247148,2.363474440852351
20.05044509485995,2.4774792474760443
23.13855557813023,1.4610589780535315
20.839979999614176,1.4548330807568823
18.546787207579243,1.991647398401828
21.15012274042837,2.409666716323672
21.033259094684816,3.2650526387365817
18.436609754881363,4.562659711858975
19.224288526223585,2.482464080563886
14.724207629629177,2.499097790436718
23.09980841062242,2.0180438436524275
18.675072318847104,0.5417696224152655
15.77076705718343,1.9185080599560336
20.18139395813722,0.7105365415164158
20.018214796945532,1.557756761126862
20.60502664687525,2.12144246689426
15.751778039872464,1.8933155284857726
24.008771462882542,2.5114404529254273
21.627223475722463,3.21412829328179
15.520098853308765,0.484264762257564
21.304714315798112,2.484280343995208
24.01153702644321,1.478629215209009
22.761300500480807,1.297604053269981
24.02485353665635,-0.35203136648220723
16.878092543369526,2.0295893322979546
18.895132188412635,1.706770674861135
18.736365037782168,1.4949079678736628
17.96008595279397,-0.5549543434510327
23.14012714690008,1.522294273228834
19.268232342396697,2.1691397188676915
20.81697391751223,2.1094525051928765
17.79874662311101,1.774331604001436
