mu,sigma
20.188156499202606,1.2336933356424962
28.26961539803992,2.175283410419302
15.48353073630054,1.3390171467033707
20.111342920164955,1.7150905550821167
25.67873160514877,5.111045817358895
18.99203572498504,0.4300131022803113
24.18389554896016,3.171103007492238
14.797249199389615,0.6639507808705287
22.303872478543873,2.0571130262273227
21.655892976621352,1.4212017321789374
20.39547910222732,3.0197673180232187
21.356067455077536,1.0240750923831552
17.7253205057253,1.3564166230675947
19.52272209323464,0.2213354449222258
20.737828552408086,1.8688320646962777
18.212320568177965,2.273869875500452
17.98069253975617,0.790466985778306
27.1496585786603,1.4335358248314491
12.493096764561415,2.875558192376342
19.906002196668467,2.4987864067938172
19.245561459391645,0.9444676620855317
19.640874174834476,1.8364541937587322
16.735326254092218,2.0044072481337722
17.539575100027882,1.3209803434638085
25.894247223382166,2.767840170606733
22.154756970753304,1.503333234341215
21.18667065837056,2.0894794564961274
18.581723532842755,0.029422772035975653
19.66054461016362,2.463111720392051
24.932950753663643,0.7465189108808739
23.563549197761645,3.2247399460420354
16.417719204397873,3.107574863098601
19.873036074463407,2.4580398037225066
15.741566179969277,4.0439151357657614
20.983434239174084,0.5557922941378088
17.603982277919556,1.0724098327531508
23.71071798788101,1.2301449089609555
25.09473815046935,2.1158442938284137
23.081738295514725,0.8789744460498348
19.868148979041294,3.1634202492627663
22.127394344165037,2.4072216054214794
16.160198434664693,0.6517640173028447
19.10795167128341,3.5461889908287496
18.423830602261503,1.523310036207382
21.042354854300278,2.580353264590852
23.018873672901123,2.5337830907153736
18.514735933039344,3.9327630277817356
18.23092469680771,1.8249793661966731
17.307575436144198,1.3476738408329632
13.225481094195395,2.844557672353916
