mu,sigma
19.959619461927325,2.6034093118534862
17.909466497623832,1.3133774021069133
19.9178038656497,1.4140003384745934
23.30014958014693,1.9847435505294655
17.4096729696944,1.4085830673276056
25.054844275632316,3.425360765510452
15.496671292212579,1.3981613793040566
24.75666053189287,1.4961012437687622
14.280697582753412,0.19415055018963445
15.112617810193363,0.7177706282987197
23.850554278286815,2.8579049559969665
22.499024792196025,0.7453503750211085
22.88657320291893,2.779050027529363
22.451343947118986,0.5536969533363987
19.453259140361716,2.3844490448312636
19.907745234088924,1.8569343329726204
21.631072012080825,3.367519397227215
17.3281267888318,2.6970983710242518
22.157343863991183,2.563275871655377
21.398457773935096,2.4971030417567146
23.961296952001796,3.325088910438792
25.768823848969813,3.1321070993905162
21.231020505178293,3.864992098788096
23.080120237168693,2.367958823331514
18.464208521918263,3.0670729560604544
17.729277428815973,0.6714120117995135
17.15531974660227,1.4691368836948424
18.51381116039216,2.5581838363341878
12.235942073061448,1.98386541842773
18.482835810100482,3.2782345492272364
24.5448161042854,0.6390372388730996
26.574471796702674,1.2823279835432442
22.95328934381542,0.9979356459070472
19.615757476316208,1.2678753206386522
15.271959359355971,2.0593086041205604
17.62940592876361,1.1277619373789785
19.6103029726351,1.5666590088841463
19.38372096674192,2.337350315540316
18.544918019226184,2.9898884475523624
16.873026246900956,3.5103091501651322
18.138098764684102,1.024996541821066
23.562592636726965,0.7198233787131653
16.804994451826808,1.1438681018730956
18.94711295174774,1.9500007676197466
19.847196937738584,-0.04996514534845198
24.382772339593526,2.659481934607557
23.91724076939937,4.19642650575349
24.492242361290888,-0.1782833013866647
22.185666731464927,1.128102859386186
21.018085537575395,1.1077833023351102
