u,v
-0.0005443604295837399,0.9993364488763876
1.0001359626925734,1.0007856795933507
-0.001737529375395355,0.9999181635990063
1.0002117643279398,1.0015301905560126
-4.609265697960434e-05,-0.0034356194433079875
-0.0005761606218458832,0.9974073577722646
0.0016438810605769458,-0.00012156484976915244
1.000283597823323,1.0012978745033607
0.9988555497138454,0.9981926241484556
0.0017039581086037423,1.0018747854427819
-0.00021736482804002354,0.0010573264478753914
-0.0027812470368438753,0.9998923511482982
0.9996531306571971,0.999546249508098
0.9990123428394164,1.0012886111870452
-0.0007974087822736018,0.9991296421094541
0.0008211735253799134,0.9997487212495346
-3.303756807562128e-05,1.0011693210295165
-0.0015712135286490535,-0.0008874357307034491
1.0000968944063915,0.9992074767031779
0.00010592640582515546,0.999785229318384
0.999725552690159,1.001513971490101
0.9997243381106399,1.0017321172967255
-0.0006615328108078644,0.9981705041232646
0.0024747512492363,0.0009250799511581033
-1.2572889633842076e-05,0.9995314978449645
0.9995238517358243,1.0001643601758237
-0.0026943402754197616,0.0014472928615128636
1.003578199116,1.0013222809200564
-0.00013968905989741222,0.0018066921297264756
1.0042314084811628,-0.0001762101903756771
-0.0011067554753889765,0.00012556051817902617
-0.0002452868744176439,1.0009809946276167
0.9999202237653425,0.0017813805606557876
-0.0016679094229904844,0.0026929200997615247
1.0001625497680597,0.00040631326243217695
1.0025049098843217,0.9993288856189009
0.9976510400662711,0.9995742705817826
8.417415265215831e-05,1.0001549869847832
0.0021336970513753327,0.9989884423696956
0.0005339414345254964,-0.0015985001705139193
0.0010630899380117758,0.00015003668192985778
1.002075829309503,1.0014976101325557
0.999047038330509,-0.0013783166902134993
0.9995988577718622,1.0013863431570917
-9.223106666666574e-05,-0.0006399387864545941
0.0012649744509008892,0.0025768209310004717
-1.784536201700136e-05,0.9989975774000488
-0.0011150500886062346,1.0008666327467157
1.0020031828699059,-0.0013429444588473642
1.0018460903517654,1.0018238134705046
