u,v
-0.0005775701086794796,0.0012623184732256534
-0.000989861078850171,1.0013489096090056
0.000938583165373354,0.9985661567299533
0.0017222246902346323,-0.0006775503085531649
1.0005038683222627,1.0002188025393606
-0.002181970692750914,1.0015331950601056
0.0002944897164774545,1.0019647264543035
-2.0178266154363887e-05,0.9983131868873525
1.000520737888762,0.0002343632499442039
0.00157833720539461,-0.00025795908916206016
0.0008110846877273652,1.0015101264901307
0.0021256138065651763,1.0007902684485754
0.9997956841638538,-0.0009535515271332128
0.0007754681008261665,1.0013000925396516
1.0011546434841432,1.0006312251250196
-0.000692642947391786,-0.0017464894054243511
-0.0002807335445253642,0.9984665672458466
1.0026293395393717,0.9993755800091723
0.9969097176481034,1.0005354910807416
-0.0005162893090659789,0.9985741987143048
-0.002078201380256142,0.9986919971094098
-0.0010000616180878927,0.9991625196254894
-0.0008738354672030761,0.0006344872035515151
1.000763722186793,0.9994855730803845
-0.001402673367718762,1.0022845306805432
-0.004233441287164455,1.001757966162953
0.9993153092102379,0.9993173818834736
0.0009927116964199277,0.999599756310355
0.002837652343073267,0.9999148729251661
1.0003079105044934,0.0004569785688029349
-0.0017705047966849459,1.0008529081666597
0.0008149579968448805,0.999978745315989
0.9977908511913546,0.9992890234346231
0.001548301342521558,1.0006844726173267
0.00019989769214240338,0.9997566294017047
-0.0016995683515835071,7.50907309429709e-05
0.9977813213764503,1.002630626725783
-0.0018953221642605453,0.9976041235584184
-0.00036678711467468596,1.001375624637353
0.9989598764285083,0.9986050964887287
0.9981573844790538,1.0002774133260002
0.00043816934794389914,1.000396640774028
0.0013189053026608118,0.9988219679173642
-0.0013958361971359219,0.9963420338971102
-0.00040985053983506257,1.000935782709197
0.9994191265832852,0.998026801678767
0.00040072251044886986,1.002250196672516
0.9995942909082409,1.0017235004695617
-0.0007447525167779582,1.0010995536419687
-0.0019414387305711658,0.9982008900672431
