skill1,skill2
22.13119964122195,26.449738602937682
20.49349126721767,23.5350769876099
18.7925023278296,8.10203627611595
14.104729737090645,15.15886899632903
18.547703572154873,24.028892022415267
19.299091163868052,11.80878738306277
20.424944240674666,30.168127024021622
12.611496346874615,19.55180621572783
21.311801876433428,18.000960507146914
17.728234366386033,24.293183058112458
27.351437245310517,16.84186268480661
19.71793184089469,22.497385206785683
14.998130703835916,18.628787270263466
14.430328206395686,19.530086272500984
23.089353213754293,21.109287880675474
16.67781897435363,19.746026387445937
23.122563126881538,25.48045392329807
17.049536204534828,15.368971106252685
18.856185494589123,18.88139377550094
11.680549370892084,17.49985825115557
16.57691042628216,14.559619008255297
22.725194472407683,24.982363756292756
23.81432218225459,21.349876731150278
12.568120883974608,27.39730632578771
21.52472986772393,20.586555932661742
14.668019881137157,22.254780415898978
14.382589270670602,21.242465468279477
16.857329355431183,16.15577068311931
17.609295698242722,24.842064237800244
16.706615363111208,26.285079727669327
20.96745597912427,14.479652088153214
12.455542159170804,18.101882088580254
18.86873969803598,20.84574418475575
16.33275086296919,13.921521157998582
26.557475607593496,15.527822507956417
27.213235187608376,25.161920430775606
17.99453259436796,27.949377362679616
21.92889810825006,25.681760841234293
13.532696065353669,12.973993162797004
29.992664323585323,21.545782982283413
27.99112878183812,24.714047407182285
18.43555231493531,21.34534750391724
12.055590223647691,9.683974005424028
24.85397831235155,18.744226182110587
16.116215606023136,18.447247959076424
25.111129000783563,17.195382513197913
10.619216235912297,14.871567606155434
28.829446799442707,21.621501729539943
15.520914027311699,21.67078764077822
18.480751246012154,15.708722305247049
