skill1,skill2
19.524698766667992,20.086281335518553
15.446841163498114,23.07441985555681
20.777115534055277,24.223368827634967
21.14225948861675,16.32561288535751
22.349258489910543,17.524642903370896
16.048464571942304,27.809887679308776
27.316810143236243,17.52174322304709
21.302208969256274,24.250574731372257
21.225253813319274,13.932179573766923
16.3174754241348,12.347911548601108
15.179310746513904,15.188765110863745
26.73039541700234,20.91947024212624
20.92240806719691,27.67210450904421
20.7752838265813,21.17227949502738
20.54783918777039,26.803258812430744
26.328460826974812,24.619237540049046
20.490933557040485,25.77870066252411
14.636769516677457,24.169959781174132
23.926719330083813,24.67372653580319
18.935043913081273,18.233369380730995
20.39594440597437,23.30191534012581
22.122347288859654,23.819354786322236
11.326559423546511,19.234626041724276
20.597479673910666,20.692014232458487
26.291570773837904,18.094113895784435
18.411227163058342,25.170630527034046
13.875248653828812,19.600047498777414
22.374120183558418,14.545045075448758
11.64649913952913,23.152256680907886
17.899988425589008,25.918439701633744
20.7660143004398,21.987082505095
14.937979154377896,19.519299328684323
19.145174946915326,22.85732672537362
18.393225848756288,21.629352134197866
22.198075234292748,28.421292315251122
20.092506975494047,24.298345978505793
21.186153181425286,15.812245061884958
22.041747282854327,14.561344552360778
19.593712718431053,15.386311534377747
22.761290214543234,16.99438445142454
19.13542692331632,22.500364792563804
24.842794695789788,16.853160475841683
24.762516851234253,18.517625784242295
14.930091730201914,23.894346956651592
23.993637490560847,23.145784461163835
22.15737280840287,28.308652027732464
15.158302137273315,14.225414644932314
19.259063660348872,25.43988373023716
24.352853592434336,24.236009138343572
14.6298560975278,22.158996853454347
