skill1,skill2
18.84354575173657,20.384733762956092
17.803324861443212,12.742295455628593
21.554054784285306,17.453646798823296
23.71405432224964,19.960664678135636
19.754765098082036,24.77522992335502
18.63437589192552,31.257592505669038
20.50639858328777,18.663259547718987
20.472973965482815,15.85828171370035
19.4687849409774,22.567926676382566
18.427631291889362,19.7320587746534
21.445092633309027,24.414129033248507
27.425900972739953,23.290753405167038
20.57326870510435,21.03145299540887
24.719707089916188,26.641966146301606
11.673683683927846,19.434760723479577
18.98009014475932,19.484686081905842
20.36103178064305,20.35967544682601
23.61743630112222,25.64958445681265
13.506374460999815,23.54567429098386
15.803870264327454,16.29087987590085
23.012132955049577,20.346322441338685
21.625324994347793,25.494860892320816
20.210937991495847,12.544604698308389
16.400171490581478,27.60676990926026
19.046677209214014,23.651586611466996
19.080999728599615,19.69878176604274
25.478634688206007,20.29242537138722
27.111481032584447,18.041571569488713
20.084742380475255,17.265453304011075
19.717659620038308,16.964374424406476
21.01615288159613,18.88361327973059
16.49596661976278,23.27447491401319
25.132635798141294,24.82112101695316
25.100574521178178,20.50864348109759
18.14866309763033,24.339710416261617
29.00708606016469,17.159355588681834
19.761790446701514,26.479197164661173
19.454474480368855,16.35470150735743
17.256927886808196,16.96755688707602
23.414133553497326,16.66497281073741
22.003452297384445,15.396846656803014
21.533848207953394,21.021016059718757
25.34067069566207,17.797847319289623
8.153468674036523,21.39165776205313
21.939033476116336,23.040035279571963
16.920275115975485,23.537692336314382
19.115232582477564,16.048732389878015
10.637474018830954,13.844711534153605
13.682256851292543,14.666121317079075
26.82200737470366,24.77192225478036
