skill1,skill2
18.896506700974825,18.892270125365226
19.579953117351327,19.57071729627725
24.763615051061407,20.54169977216103
21.47182289782285,24.626166261388477
12.750431500087682,25.08799136481889
17.252561293395026,17.029147707944553
19.013456862273397,15.305645904680024
21.77500062878479,23.230705680714134
19.077871346871564,15.50079707514265
18.7432659706278,17.067379104314632
14.85370426725812,20.18496063541721
14.228539910494257,16.819854977306456
21.58631010863003,16.813546785620755
17.32719306651677,16.30186923397929
23.14265624259712,17.592056935610696
23.645313627272273,23.7674050158456
16.645769061699337,16.464254548011024
22.971111051975925,22.04515860353604
21.051819319578616,14.888555418617726
18.83602788985092,20.654817167124683
15.36611630147208,19.17658874790883
20.539651072589713,11.595727300280515
23.535745929878136,16.808926512120784
19.704730391616664,17.798882164582754
23.943681986315855,17.462440770094446
20.917455642470394,18.648757291797455
19.16719659652386,14.874924943652493
12.607038857858594,19.317732489645817
15.055555907146122,22.454557908026548
26.31791787824732,18.97304970617325
27.314041535470636,20.078099874110972
17.52095638255519,20.69978026651975
20.58666507217524,22.919550400872577
21.343123351442138,21.397542047411523
18.862396728460812,18.352482845972162
26.760938186217157,20.345351217304653
24.099347227844852,23.13671560730699
15.291390067252218,21.50473813093626
25.639759610636293,19.114735330561366
21.927978738643723,18.415015903901146
12.785148339322,15.091097873251414
15.558854556509226,15.65340641825476
19.618905016919403,20.585683885902956
18.13434139239633,23.479652218822373
17.22352627781028,21.158392757272953
22.744665335772186,18.4854738727637
8.642571166797506,21.750534262143425
22.153865988901636,20.082297196082518
20.060102723938407,18.796682322947206
19.18887175738442,22.35536554167044
