skill1,skill2
18.706062121464917,20.349224646950177
17.654949268585597,13.103009895679754
21.444952398081067,17.570100401172297
23.62756889593608,19.947141498298855
19.62682267883644,24.51209476294123
18.49470208232904,30.658378118871024
20.386326380719815,18.717000564693254
20.3525517798584,16.057447299033978
19.33784807584,22.41922954041095
18.285792697419346,19.730387708025894
21.334849324361556,24.169715211891678
27.378281613450454,23.104581190513077
20.45389668734497,20.962414607232418
24.643751669702393,26.282049718609898
11.461125740000492,19.448503126520777
18.844036245839927,19.49584009597253
20.239437468886152,20.325465483620107
23.529939205190146,25.34111823207492
13.313006286824038,23.346285658240564
15.6345587482757,16.467617333550866
22.918297838548888,20.312804767047062
21.516968865470954,25.19441633795365
20.08777207513936,12.915568450387351
16.23710373554907,27.196833061058232
18.911320531261357,23.44670693587003
18.94600243546656,19.698835951770107
25.410625859993164,20.26170200015157
27.060569439639185,18.12754410886286
19.960255092969064,17.391663831145433
19.589328676122275,17.106194438923445
20.90141822300275,18.925930018774558
16.3339019179979,23.089146660591606
25.06100407886701,24.555606624733286
25.028607094139897,20.466710243996058
18.0039034782483,24.099154841170396
28.97602300057502,17.291066770498215
19.633921588595705,26.127719523404878
19.323387773017178,16.52813012131749
17.102831071217658,17.109211906257045
23.32450771169847,16.822315354490037
21.899055470301906,15.619935423689569
21.42453424238611,20.952518776305887
25.271217271730166,17.89645578521337
7.904051202925983,21.303944494497976
21.833962131344684,22.86686159016563
16.76265327082768,23.33871752941256
18.980593735292988,16.238024026462035
10.41406611312263,14.148271019029155
13.49073030943974,14.927094667519132
26.76806475605926,24.50895858102465
