skill1,skill2
15.245649017875616,23.494324900709593
20.17354683134181,16.133495841384057
15.541149840304637,14.22003389616838
18.371008525100542,27.524024365557175
14.17487149595918,15.707082568003468
21.027154396122125,19.118829543325162
14.112059563882056,11.804918702609882
15.87291011394189,23.949710887988125
16.99233927030621,24.495639639909164
17.56431156148196,14.431928982837551
26.83719883701903,23.374698180560618
24.788055146927455,18.49725640011915
23.91804337307381,25.24464593456289
18.27372120280944,28.242745528874984
8.490252733103073,18.462588120679424
18.10772057239779,16.949762362020696
18.087241648507916,25.05771260965464
10.119014780738382,26.603844597456355
23.498148457271412,17.59293146532102
25.392151080107972,17.966796914853433
17.1728744251445,24.15268704560169
12.848121804150407,20.275035347784648
18.206927961072186,12.24805518643053
16.3167670823563,9.700889956167755
28.245089074237576,14.63010217622621
21.372895911131142,13.748916699407667
19.438824126983704,23.01074887531581
16.519136683637935,15.266985373008074
10.07001435367904,13.931647019012185
24.197607705034333,21.85929404382158
17.354711416189634,24.858850445925633
17.568318354890177,21.108322580298648
15.239137000586208,22.36257510879758
23.033934074903705,24.568282392924818
23.616349876591332,30.30489869816258
21.202866113328966,14.649804900393969
14.032694035937318,16.80212090058957
20.519736328028436,17.37140667913944
9.882136211788005,13.639548228971478
14.407459628693282,20.586259151840725
16.740875436813134,21.129773522197286
14.64506207430197,20.14826592992736
23.873202673760424,20.133771488894716
21.11089746682969,24.227821385844543
18.095794367312013,22.448017746048173
22.14743285107717,23.445959561889282
18.892887349344587,17.38063525569708
21.64008442928797,19.478005053232387
11.5988617584099,16.75207108923193
19.886615827477712,20.560097816799733
