skill1,skill2
26.150852675090462,19.58743145766402
19.58350900397926,26.43956339586254
24.424033446264144,23.813977190835807
18.891978095655862,19.1031251354122
20.259350100988485,18.773680533106887
19.59340831079124,16.805648845358014
18.36027886827141,23.80586283130823
24.043358755672365,22.477438436472326
24.714711472492716,21.05558112515472
18.254801422926768,17.231080011942765
26.777085028340274,20.01514209482196
16.308803707433864,10.827596961567389
24.927030628716935,17.245231651282808
22.212297626429596,16.506247395035125
27.112448227196154,21.166703594333615
28.187721046459366,24.67308010699928
19.70282786836507,17.85110580528974
19.673052800828586,19.899860182202836
20.372250007681238,20.26752447669508
22.19485722235631,14.832833964357919
22.21644086305568,24.329971608655228
17.511166519488402,20.572374829513066
24.642138373048628,21.469587929943952
22.31441007398809,18.115537025766635
26.050051981674862,19.644629101606533
19.348958428833523,22.827415582255504
23.84121377461125,21.10013081278585
28.29449703507602,25.296329544768454
19.918199992424356,21.275866241185966
23.64769491056803,23.536910019052605
19.930461774951333,18.975862636586474
23.39907632218693,20.724686575009834
7.2145825707148,17.411195201478122
14.54401496767852,17.90078023215492
21.064926820732612,23.46177892958783
20.01851822677196,18.83313674793181
28.43360309215834,19.31295984571314
23.064068530016268,16.927360728108876
25.431747074089092,21.05527867258977
21.054283978535203,18.9843354518322
20.09458677279752,16.107506891953836
21.13494322534799,21.9919773845087
23.064166574593937,17.399181956498303
15.01388248499901,20.385119128754997
18.45397406510006,21.363906327676588
21.18623625339718,19.57449835447779
20.809730681300312,19.354264398400982
23.168016602380938,26.65081917364956
29.530550020732033,21.05073241980116
24.25418976383528,21.032216843971728
