skill1,skill2
23.65146351225959,10.55507810868629
17.44297315130323,20.403816754201422
16.564893059442838,19.9922665316719
23.049795121817233,22.127811653111518
18.896363404678954,25.402603139609703
23.24781150736292,19.497531466303847
24.852064992559406,20.965252533732944
25.176115430035676,22.380139541650205
18.510436628826255,22.171708567074816
18.08833165461943,23.71374895106114
23.98852384604493,20.628949883805593
23.11687184498139,17.250437251721525
20.859951306616008,18.11680658716709
16.629565523089916,21.259020746732716
18.41403214615418,27.666166518626326
20.937268542666338,22.383945652980323
23.764114626310104,22.959457995098546
19.825373214534313,24.11576063013357
20.47050940598329,21.29889766426243
18.901129059913842,21.64948841725547
25.133006646468232,18.014363417533573
19.71975827584755,18.504618474894595
17.34206147482675,20.155444798926734
20.041329756996046,21.440949434881254
22.249176662123276,24.071456020697987
18.69229273444969,28.061893391963423
18.044528674105948,21.66481791464745
13.607053364635409,22.23289246536232
25.079930870991422,20.236619881722092
19.0189381725225,14.278425219600145
15.040627914021723,19.930524670569667
21.082293877341506,14.964284112396491
18.867711077564852,18.407337554809764
21.662584900357917,20.55459420451055
15.014616804458193,19.77102876796127
26.3250262413497,22.283052324141227
20.536011624135,25.138734626899968
14.203839846609547,14.04472882976126
22.621015361427222,22.17267522927974
26.32881450356482,18.5777970095807
24.616243561920953,18.021103395386184
23.021994200791806,12.94809865898138
15.611875518045025,20.32483753983173
19.32037564472382,19.012921388592876
19.102896789314418,18.151923733287134
18.039551593465728,9.821403138860207
25.135159377533235,18.263220077195758
18.09009181711877,20.70127412073777
21.952909754348415,20.649396805525768
17.81854937346848,19.487149222165673
