skill1,skill2
19.450496918614782,18.48713606994879
29.402062871697375,23.887997813728543
13.657187300864056,17.54342578142035
19.35590813118737,20.086925235631874
26.21163014606184,33.058441391743536
17.97758529195405,15.450838379240942
28.24133991951844,20.46760254107108
12.812095336350751,15.080907213554138
22.055804619856012,21.84368753788059
21.25787805358278,19.523584566908635
19.70579544619401,24.558521058061757
25.07307340208569,14.076501955523394
16.417743163690503,18.22069386231525
18.631076259382912,14.894623771415255
20.127366993500353,20.777507145933054
17.017438503519593,21.444394364376574
16.732210102277133,16.385472830896706
28.022940080605238,21.081262628803287
9.97474564390257,21.89206617400888
19.103050104151805,22.6691610206313
18.289778684054827,17.25310572000595
18.776569572812235,20.365749761424595
19.896047378306665,13.410447163840681
16.189014950329685,18.050109599179187
26.477017610827343,25.227744352031227
21.872182723242926,19.937816748430244
20.680074354376575,21.64435301061537
17.472323940931737,13.98871183165981
18.800791886747657,22.481294867592524
25.29327030249844,18.156142979255467
23.606979489119027,26.123026922686474
14.807553623239007,23.756426354140206
19.062455386855373,22.522858912348227
18.78264986449871,17.250429210059306
20.42980758261918,16.42394683547365
16.268326407167404,17.230883783984837
23.788204183749215,19.44732910996451
25.492496453351123,22.811661982529344
23.013674118066,18.091265000572037
19.05643738280178,24.896706985388796
21.838488190293944,22.973889195357632
19.251680693684577,10.115427281509085
18.120325012472605,25.97579145342325
17.277893463480336,18.97543860803649
20.502362847054034,23.25742330344599
22.93626217476639,23.64608082649243
17.38983493420323,27.11377218824051
21.57169890741858,13.926353949726993
15.90332891453686,18.075967169834225
10.876608915199455,21.98979978074796
