contentDifficulty,questionsAfterLectureLength
28.239311270726564,9.235478515868614
36.36052152056422,11.193574772163126
32.838152179109876,10.88206695916365
30.375023899205903,9.907138656721871
32.47776864490239,23.947789098384273
35.254614763724,12.366388846592097
36.03436484540454,10.581264511827417
27.526671702511585,20.72024773780498
27.607019733589095,16.994906838468022
33.253103199979314,20.114488730700884
32.14945722442209,26.265978645294982
31.666216898110253,13.164996419148991
34.363001689150806,12.132765746997324
42.27718530895808,8.8461753043664
28.713049303383176,21.276481326295475
23.780271431027987,5.3594557561646425
32.58243388047935,11.338683458834351
35.03988509323387,17.22517274152668
29.63710237896283,12.83419674721586
23.106114677096738,27.623914973384036
23.946952998119293,16.35688548156008
34.128070432895036,10.01894627143318
23.92319237643347,11.223550499601345
30.009144096839638,13.209919183035598
24.119778669297567,18.511103730734536
30.75403205537168,8.3188509311115
23.044131511445165,9.691554994216874
31.252755216671027,13.286862759560233
32.64219034414934,12.183708941661855
32.63587134859398,13.036048437995454
31.500540445092447,3.5539300387129398
22.82770739746764,15.539555290934114
32.10937101923737,21.292325260402333
26.352508263766907,13.289224071123483
27.641879652593303,6.642900621910158
34.487266599479526,8.183125354266677
20.91663022894705,13.300594060949646
19.90794040682031,0.49086134961231664
24.882854347067642,10.036620438431443
35.64195729359446,8.920701836407124
28.746416607872785,8.43696969301884
27.916507966617772,12.661666037689592
33.136740827125465,10.731084235369686
17.79637329169875,4.713311012633972
35.1057059459948,12.90056685460567
32.59145855969616,14.578960460600316
30.98495622649895,19.30879665914911
31.313128579493103,10.23884581455254
20.91033913598214,10.256509083982962
29.073509908153532,32.21973474928384
