contentDifficulty,questionsAfterLectureLength
33.17386577334626,10.74707464175139
22.77330297553789,10.00219382590216
28.599382133812664,10.467281257156563
33.85967907875126,24.79071074198285
36.93159549958928,29.180608364239838
31.757295400058567,11.183564777660822
25.022563355807975,5.224479238496382
24.35551703244584,9.783786601691407
40.58450186264492,9.494063088711416
24.38615665150704,9.155966099193456
26.753523419806278,6.628776526281991
33.8899902841156,10.457214968129811
28.36921353924651,11.118550808849147
33.6598456529998,9.1408765595279
25.729299675599727,11.080876583397892
30.158087439146243,7.464308780327193
25.7035942214928,9.737266557525155
33.29161593959559,8.165106491245972
27.075136485407164,11.482148868924245
41.79887620200269,11.827921569311838
29.72501635729959,9.944032775671246
27.095937054856783,4.753420924095129
28.349245284210436,16.530293845785
29.465165257121576,6.25609176079371
23.684099787807963,13.195242597884892
26.321342676070373,6.250019149370294
33.30676311732685,9.458857113944546
31.43899358438989,7.844459930646812
34.28797653798396,10.703644227156317
34.685650214685545,30.977404402857367
30.56871825327056,12.17826262165314
26.88407384650935,15.338178068056948
29.045368802113316,7.909277873715421
29.27335922315634,10.954624407930863
22.17871613638876,12.26483395728405
17.421429750344632,1.7769860215512607
25.810111061120292,5.263367675809775
32.14701931090299,10.190333787640666
24.36175403037186,12.53683239213283
33.71917771054045,10.300306989829036
28.36185737854484,10.90732088797974
34.5368790947631,7.667571373563136
22.8956893970334,13.313549412752247
31.492318815483735,9.023333455109642
33.60240748436061,13.645054284784388
30.977852137777724,9.605801512741987
30.967118507303475,10.431970080825293
22.026397805363576,10.905428593923718
28.075217100995708,13.028267030771161
29.915801379196125,13.020560187515198
