contentDifficulty,questionsAfterLectureLength
24.82918456903431,16.710109157059797
19.817215082083795,24.27928564211265
42.38311914686335,12.141407283867334
33.835409135640155,12.991359789139873
35.468155791272494,14.700866938481163
23.402584479440293,10.045149244829016
25.348897960312286,21.52866077424825
25.725770231623326,12.94959267627831
22.13767925181322,31.627441957706985
34.52641990196051,10.539764207430078
39.9109960072584,11.781446044498008
20.596906747975837,9.08070061530732
34.34612242338622,10.098909704452694
30.724570652591506,8.054568991818217
27.11056228801383,7.026240123748124
28.310685919191986,10.089299178739564
38.927818745457216,12.447179969948376
31.965153568141403,7.610979950093368
33.234700688971984,12.25495338052729
33.94374109757647,8.704348459160052
28.763377120384817,30.94609811783482
34.11651112309355,8.068830674046785
23.386000703932403,20.8541770866504
30.433908426492668,7.47418158981362
38.40063852426756,13.024225300388672
26.380816348502947,12.335993340210091
34.62628483082625,35.0715595814125
25.595737263739863,14.108739503697734
22.869013391974057,9.605559831003475
30.723174848916557,11.946449984213139
27.466051926183418,6.844656614840368
35.08119466124563,7.8866573307003485
30.522150464168377,2.072224454056226
27.41245404502441,11.853124501318913
28.94175438684305,9.808127049236766
32.06025780465951,3.6810832021184234
20.518591235025177,6.367908438680265
29.986226542927085,2.581925950518311
28.088615705863592,35.07377785011298
28.40102390170109,10.505148449832534
27.96345394550479,9.882511259056352
34.145454345698596,10.783882068903198
26.03458599781129,11.056971837366802
26.239250897659232,20.81264241679016
38.749711820034065,29.213995022072464
19.047555783107704,15.95496196254109
29.344452030819113,3.410255669950681
27.727039663539923,7.464550463442015
27.313004046097475,7.466698403184566
26.182791804804562,8.530294586550662
