contentDifficulty,questionsAfterLectureLength
37.83927600656008,19.93693961564211
26.551352273523747,6.341466724109466
38.49981282038622,8.969416826665555
31.354756563816203,12.30457362284383
16.99060592871674,4.796387882153564
27.129476874346484,8.966010146628747
31.49838674827801,13.070148235089087
36.71691307645887,9.288940995404946
22.49234832609707,8.060389810747353
28.30130931547704,27.782257698813893
22.40831658160038,12.367913877194214
38.621828151886156,19.521159639871986
28.266684202020148,10.420858730344765
49.5540038683821,9.833055608967983
23.199233804286493,7.929717367521061
31.738680322972407,9.027438316034129
26.431496432439772,8.486596975722106
12.559371157456383,6.215841962718946
32.20154994000857,7.818762483594847
22.69236274121809,11.100981215433409
21.994870581151602,10.435079894231048
35.880690124417285,10.496744515090427
25.040484227132662,12.294821907746485
35.5646696469653,8.433624631382429
23.406629316835836,7.549613054746378
31.28337146319526,10.814360364202535
25.972035990165644,9.318792390780912
20.95617087699158,9.654541150967523
32.44302390255077,8.14828917053481
19.21436988899743,9.623726780455344
24.060857454261185,12.65694737416472
25.955278662072644,7.848213488849304
32.13349757204517,15.711146632931385
28.144507732562946,19.645295133112832
42.465537030290974,8.23100919015621
24.668824817502312,6.64422602481419
34.09215107294158,9.457316412246527
41.270831056733726,7.649490843842308
30.836386704066605,13.309287094122709
30.37358240482059,12.219801577600318
28.688115274583357,12.36870146605822
34.93867060820514,13.257029607639694
23.769207268427046,10.571291932750558
29.67810269324253,21.799417705268432
33.67683866746723,12.132698160246324
20.212422477982354,9.246276396200004
32.90798547903183,10.451814895794246
29.004120563675794,8.449711712434862
9.537582346273744,5.656285600472765
18.523034444151733,7.26551895719174
