contentDifficulty,questionsAfterLectureLength
28.956480433362362,7.701081028668914
32.886582809100155,18.26961539803992
29.383278749258857,7.205436544828802
23.01047803066629,8.017052321419898
33.73571355835656,10.111342920164956
27.638417364759675,9.599674749138023
35.89581512594813,19.333133304018823
26.98062783456519,8.99203572498504
22.765934018964337,13.694501401713344
34.006547152324785,13.513307461007251
30.362375577257815,4.797249199389614
23.65292914941322,12.6612882520866
31.630455565621464,10.171339002531326
29.567834619842714,11.655892976621354
26.52411223708891,10.053166351613141
29.218507799160257,13.059300594380955
27.02444690568911,11.356067455077536
25.01837191431084,12.133711632875757
25.843793160734496,8.069250727313285
26.268732045970776,9.52272209323464
21.97471446414294,12.542953950978411
29.65119060028509,9.606496368979277
37.22739930288782,21.424641285329205
29.75707793792365,11.703778959448513
26.166548424267354,6.37140257004435
33.81483865634688,17.1496585786603
26.570878026111068,6.5391494917902175
19.230979197565393,12.626673409719011
18.585408197952255,9.906002196668467
30.609868600876787,8.430030117346279
27.76516944414818,6.833404393631951
26.598187426198997,9.640874174834474
28.098578195492212,9.24861020857966
35.197827562625285,25.02644347594817
29.60131618711275,7.53957510002788
26.14411409274184,14.275250318555553
36.168197340478166,12.3035194880341
36.26359511669368,12.154756970753304
26.83552099737674,13.930086992060257
30.218465528193015,10.268438250182532
28.08088963590063,8.581723532842757
33.22928472877223,28.768504324075586
28.289651291572845,11.38933454369434
29.984325786562312,14.932950753663643
23.96599342230333,9.822518887660813
33.222514355536546,13.67421820514078
25.487789738683603,6.417719204397873
40.09669492959777,28.946775523801694
28.55821138985781,11.374118800448256
29.267697934461054,5.741566179969277
