contentDifficulty,questionsAfterLectureLength
30.1307667223575,25.912982905933433
26.131130495890282,11.264452629047918
37.71133426498991,8.97510826503261
37.91102262347097,9.424329287146879
21.18625456822236,10.118500428158207
24.298678817650597,92.87293236291039
24.227195645504757,-3.384091988036009
24.024353829035473,4.0779723013799485
23.11433912118182,-4.2733214738332395
37.499092054276844,3.7650221424538106
27.40686820075582,12.92512990763442
37.772226458313156,27.968078622642057
26.14590020188652,11.691995998002138
22.108986066024965,5.3525993845936775
24.438379107466076,92.80196513829178
34.91341315279488,-2.799507189438942
32.37358259525359,92.8205991960967
19.028596601518135,-0.100175653605457
30.627200256306875,5.747240433498247
34.88228233157295,12.316502752107942
31.10837817120792,5.623871586590343
21.61771613065276,0.33295546899602435
25.048923840912348,-1.6588272220012543
31.773910976344684,92.76168354119892
30.59092045209458,16.651232481844623
24.033170277247798,4.219088382894262
32.6429429784379,21.215898123144044
25.21024017946001,11.184350842706142
22.912862762449233,9.21170535826273
30.878771054003167,29.00794645292715
32.465181497545345,92.77132956672548
25.341390791215805,14.762603910660758
18.889197367347997,92.53020798677989
24.895264120992717,92.37955101881454
33.31701969042888,5.7320120324920705
32.88815016258973,92.45327330655608
39.591295714950334,0.3195242790131845
36.729225930486884,6.823757845166433
24.017571416771418,92.6231716574208
25.465675799296495,92.79349919071142
37.794509943204325,22.759212401684373
31.90489291619338,-1.2783381792230317
22.590117735014843,15.782421355695401
36.83317014703451,16.418788671694728
25.574870299974798,8.448886277792498
33.50893212363249,30.065388675220966
31.954363608986206,9.204423024613439
29.0729497265671,6.890854293278352
34.33148939329432,-7.523018739933645
24.37485296770976,92.64031949662127
