preplevel,damage
-57.34276656344909,-1.320887561156466
-22.17737272353301,0.7252185024826813
-3.0548043143780674,0.4941651639161486
-1.6247433056432996,0.5395030425443016
-57.58992411600511,0.6095626465900188
-35.30040961649072,-90.52414383585472
-35.812333786953246,-0.7531939164256607
-37.26497817183442,-8.097554695540854e-05
-43.78201582478341,-0.8429398911574364
-4.574769285081171,-0.031665642389294923
-76.8498680145446,0.892823269825769
-2.6187270584464457,-0.24703328728375712
-22.07160000440028,0.7683685520477868
-50.981815628478685,0.12856146358671633
-34.29995100741757,-90.66607513581032
-23.092015889960997,-0.6941943742361252
50.68969418122131,1.115900455436737
-73.04191416610236,-0.4217628549524311
10.021069418165279,0.1683908284118804
-23.314958148277952,0.8313972395452041
-50.34163727715537,0.1559397597123774
-54.50002762983608,-0.37804885827845885
-29.927556822642554,-0.5790706214031596
-45.57544799151299,0.7891082233292558
9.761252903055532,1.2688822206524704
-37.20183949454806,0.014161242562216347
-39.351906514236184,1.7295736100476227
-28.77229565677573,0.7171341856580383
-45.224881533114896,0.5180438556259779
-51.98596040214939,0.29633143521335553
50.70607596709029,0.8426126139408796
-27.833065260120108,1.0782713437816744
-74.0402167759819,-91.20957737918528
-31.027985389143105,-91.51088462947726
-34.524530346457,0.16685389366811137
-37.59586406997707,-0.9215757902595858
10.408472102748778,-0.3794044085116329
-10.08813788579609,0.2770389400287283
-37.31355017371658,-91.02365416331179
-26.94300263764965,-90.68300665528137
-2.459144681566862,1.8853334520876028
-44.637425532663336,-0.5406695555767409
-47.536208457767444,1.1811969800937092
-9.343745111480487,1.2454227013208912
-26.161010142062512,0.4410559205493302
-33.15015634737419,0.848879348457179
-44.28314294265031,0.5173088820987655
-64.91828499408534,0.28381068594249037
-27.259441997562668,-1.170917374346598
-34.75489117614834,-90.98935924587303
