preplevel,damage
0.9966458005918561,1.0002036655709157
-0.0002828848888142809,-0.0020242302883660256
0.004582808653275763,0.0003477793969832664
1.0030898604112863,1.0007492783202978
0.004243370222867877,0.0007474523481011804
-0.005226041793512629,1.0003065035360905
0.00763147992639376,-0.0020867694073380657
0.0017422753672928614,0.000595311876638419
0.004586004323625577,-0.0010682232912008803
-0.004012576513530751,0.9993043606561375
1.9976756886640392,1.0012824418450268
0.0046013918480550765,0.9973609950759705
-0.00642933182309136,-0.0032567596289363628
1.0001841078731677,-0.0014929026832289076
-0.001326115531823341,1.0015794671558627
-0.0019807722454638107,0.9996235338147367
-0.0016481762501768253,0.9993837187853599
-0.0024065823029969374,0.0008921863859662829
-0.00702016891930207,-0.003540651770286953
-0.0015543269114152661,1.0014611495276315
-0.0008949899860017379,1.0007346185809312
0.0009630697955193316,1.0002703947072684
0.0004577886734942584,1.0003652252206066
0.9974069865046562,0.997359177166662
2.006034977954696,0.9997180525189848
0.004665516719602336,1.0003783802874666
2.0002224494623873,0.9981857076640674
2.001016025849961,1.0010160640297223
0.004400593076287688,1.0017574538183378
-0.0010565419974135116,-0.000600885771012381
0.9991239290924168,0.9994427499097303
1.9980445466840118,1.000979192741258
-0.005783940047847756,0.00350922374886964
0.0006005952326888793,0.9996066818396773
-0.0010035392639890911,-0.0019677384631743605
-0.0004380641413697669,1.0024685854791953
0.9984269101138774,1.0018328970348636
-0.001917921810286843,0.0012267663157746176
0.0031844388089295153,0.9986163015561244
2.003332306550489,0.9971220267296604
0.9989451241515047,-0.0014966709821499977
1.0000859091512153,1.0008521992971602
0.005667087360760923,-0.000895763594294113
-0.0004922584717415219,1.0012763257341502
-0.006469873632982089,0.999107800886195
1.0018310528896122,0.9980484501389629
2.000015292160639,-0.00019345086390503986
-0.006881816980927037,-0.0007118304918946148
-0.0011929969208680632,0.998537833768036
1.0017526419226324,-0.0032153470211131368
