a,b
1.0494028399397444,8.57875383094669
-1.9406670483881583,-5.187947844956109
-0.1935062621345065,-2.449582477868052
-0.9115572992868612,-2.6891801180410764
2.290547865423981,7.761343722018347
1.9890284212657172,7.385188917670598
1.1394886540614668,6.967309188525903
1.986459865751048,8.82339551520151
-1.7239569470711202,-6.0898964337488914
2.0597926473973707,7.949950116390477
1.359491189213528,6.241501360598093
0.8697798633470493,7.0694006637886115
1.1346101381992484,9.257972592383448
-2.170363993740443,-5.975074480260977
1.3395180723954163,9.978659821965078
-1.476331363666969,-2.3324117348898645
3.05417613821988,8.090764092422592
-1.2857686566236144,-4.424384231937889
-2.5703773008624635,-7.430540969408586
2.502835703803774,10.019835904411877
-0.9407186403837929,-2.006105391462838
-0.15179650588720683,9.565994696357414
-0.9807087930030643,-1.2589008965766397
1.1979813376517403,6.7696363677217875
-0.2017361880348274,-1.1106966309577486
-1.2466274049446646,-4.342631612881228
-2.048938274649133,-5.646074740635347
-1.3682593603552542,-2.9461207395593356
4.4797669211792694,8.824645802585882
1.3058079829794411,6.961633554019301
2.573268022012432,7.0103104280689665
3.7511878777283227,8.810290607688913
0.8843394126093631,7.563632457284144
2.793512030862024,7.904405657777706
-2.27967301902196,-7.530973390870895
-1.6242887219625275,-4.167329303150422
-0.8623024479736721,7.315027608852707
1.8656507833804419,8.362117829411236
2.3309757094050774,9.672292621354307
0.6971355285196481,6.938276245646281
1.8355340419139754,6.308766866206689
-1.7259098387729777,-5.203117392984696
-0.5385722371559994,-2.620151311203925
2.6006149422609433,7.106455307874523
-0.497621212191818,8.958358415395779
0.09636503108097005,8.239679108371615
2.137657845569136,6.129864359913085
6.0854138858779185,7.773570619881182
-1.2658163760955654,-4.223675959988898
1.4544516108371668,8.888962082661177
