a,b
-0.8283316151701555,-3.7952700931086696
1.3484235771678417,7.6635881599924005
-1.845523803442227,-7.821302591444486
-1.511628621244113,-3.651143788741521
2.787786342644551,8.103576533577387
0.14595623560180315,-1.9078972520431552
-0.706648231077135,-1.456591274741465
-0.14675312413474173,9.131992664972444
1.4106666692945096,8.422650494501802
1.1465428336201156,7.070820473290781
3.327686707532514,8.259276405809025
1.991412898865267,8.288902309740834
3.4282208853175744,7.593950690655998
0.5905893891068027,9.069534522080819
-0.6700246550056514,0.9391075461574527
0.5979496194518397,8.381628186794298
2.3216325124026334,7.877880367224347
3.5784261312784165,9.680327688943036
-0.37839364042226314,-1.1466190922134643
2.4534348602336604,7.30055743286621
2.16501875084795,6.485245264450385
2.337550232906196,6.453368900930894
2.7815771487059404,6.059613288946146
2.428231823421012,8.02537558495455
2.7379805500737056,8.167348664724967
4.444992950745614,6.55668151300722
0.6621288030283652,6.481195138540013
1.5178949760891842,6.330642929111378
0.9928288996147154,9.055801919286457
-1.045280833638624,-4.917081300623532
3.033428842560865,9.099814694546037
0.09762125903761709,8.8241213593124
0.9030579589928542,6.571845861896806
2.4166571175640432,8.145103033400563
1.53436083022907,8.365371115065736
-3.3629812873325697,3.5730666429526425
0.31003211428841326,8.229252095649583
3.8123557573189126,5.999723721673116
-0.8189491571238527,-3.1034367769274587
1.1145840497158601,7.669658589944537
2.7172936932016363,7.556876905368356
2.366644068915124,7.949182783056627
1.6910824319667255,7.241539651652816
-0.00458516762107497,-1.221535133020964
2.6276660031333274,7.203444224873082
2.3356413041930715,6.644679539541531
2.8810679254386926,7.843224826198791
1.6411430757562124,7.672437951954766
2.9482477352225036,7.827065966081251
2.803685461645873,7.625442787506248
