a,b
2.5577875791069786,8.160273930857333
-0.45581677197644765,6.89345024452973
0.138530322701232,-3.224367764543341
1.2553948219749638,7.507985379517659
2.099510972345088,8.949299302576641
2.5109807610607486,7.705557138560918
0.8576105808785082,0.032843618113883366
-1.7136092530345697,12.31935087288563
1.8002004308555062,7.093852761413263
2.4134730538757143,7.463524198308666
1.3585631292518257,9.81026074138988
0.3496576464913639,6.998724091858726
1.5145096876982418,7.3649232980163015
-0.8632183998681262,-0.10088709516715832
-0.9633643751636094,2.294719178341299
2.1070750036098644,7.361309356439061
-1.7776796941366055,7.887286431828561
0.2998055335787161,8.175498524157794
2.652855207213392,-0.9980486661853696
-0.5664066914032746,-2.424820218364923
1.7191220920669903,8.471777691302893
0.7489601846954779,7.5954574289407155
1.2236603685888188,10.998957738447157
3.3713500277907285,7.623154929408737
4.786822066862328,7.579844769260228
0.9876100251464113,-0.47737456568921477
-1.1858681855540127,7.5912338389243
2.143553241139024,-2.1721519268021217
0.7676447221300058,8.056443895515361
4.947281558956369,-3.93458348244649
-1.7089973807939067,13.718441159747243
-0.19811204633959445,7.218346906157738
1.0285774985219083,7.905551354058271
1.9446312749426482,8.0311466414614
2.7056035118723525,7.414127763616506
-0.8480422983167712,-1.0374060613143854
3.3431327323613687,6.576035680289705
1.700997037260463,8.36293657826194
1.143255433721662,-1.0461766983735623
1.4869847833157146,-0.8919704748696504
-1.145099358812585,9.192342958183817
5.137591332830341,6.700626245441747
-1.9083762161125928,-0.43076373742808594
0.3011855504444546,7.739893700636607
0.9843040308753416,8.841398881976515
0.7856148903107125,8.554428831873793
0.28234517683366467,8.558543211258332
2.9817432848443994,5.619245181881901
-1.5925118896462722,7.2912902992886455
3.790291283944027,7.458801961776085
