a,b
1.438039340441031,8.331664146201188
1.2976563244155723,6.9491123037337
1.7699682972890667,-0.8684769406231112
0.09379078524652718,9.718028147861999
0.5219789751251901,8.86963483059853
-0.6638733375850112,-0.47127357229430533
0.02001526387028263,5.106208312133015
-0.48102873202303753,8.614392058278016
1.9339224888628375,7.912495726154781
-0.9562037106906356,1.2639823229003075
-0.37036248039420316,5.932933777201836
1.2529066864472234,5.057814830810496
-2.415107189725532,5.486048148585329
0.2515633391681247,4.567180877415598
-0.2833033527378266,6.155912716896821
1.5825969376900222,5.546771402260056
-2.279271723748824,3.613606571823325
3.648188817379543,5.009458883794729
-0.6229180343525449,2.9382111662153267
-1.6082566390262958,11.01545141966283
-1.0704235932024275,4.951354829413928
-2.4776306375234287,-2.0408244607600947
-0.2803438551021369,9.184026031256577
1.1944118707684368,4.271184932814285
2.1967625171539353,8.966130775462755
-2.900899087731674,7.617615906422692
-0.2712772880117731,8.836561074941212
1.8626164764433302,8.443935770320032
-0.1713098635687762,6.740740536389638
0.4396867180743278,1.437265375313283
-0.4989196140399992,6.643420707407339
2.7890316627806753,5.348581860994968
3.401772806869345,8.429156907685714
0.33967549788843954,7.2097458233262035
3.4376417724785275,8.570194116666755
2.1285430925694016,6.528603336346476
2.2875642328185517,4.216459008502271
0.8551139893340423,5.704058510919307
2.5671204422393137,5.545653243134739
1.1717845630032624,1.0413191096189496
2.6650286265713703,7.682572187170099
4.298820269322689,5.126971671158147
0.9205090418886188,6.269162517755891
5.273592765187649,17.05495982830254
-0.36213691234473067,7.979315926216874
0.8113879841949583,9.555928786472334
0.0031664289329149664,8.695339674103364
1.04338158196337,6.103561455693668
0.11526155002283922,7.44375591374
1.5065498363781755,7.028788448527171
