eyecolor,haircolor
1.9991419923967135,1.9993885414061425
-0.0010486560690572502,2.0025117716644756
2.0014629312346646,0.0015523398711531323
1.0006889568053317,-0.002012434568692356
0.9978895596385937,2.0010656092654684
-0.0014582063586258622,-0.0007317910647733387
0.00020348562139374155,0.0028580919555448183
0.000211116425598867,0.9992956696842916
1.002278984967572,0.0026162395751495216
0.00038019433152164324,2.002273996636237
0.0014914638565293626,1.9985627152984053
-0.0006137966676183345,-0.0017724532674299011
1.0004774526681963,3.00015731199199
0.0004942504172530055,-0.0005298513007231519
-0.0021435247613597356,0.002158843031410007
7.310804870072481e-05,-0.0034456759938934008
-0.00032563999358261496,1.0010942164978152
0.9994981698173456,3.9983304294931186
0.999458643324576,3.997721311919212
1.0004931386189044,4.000694237034801
1.999768251957248,0.000368671053162695
0.999876199267835,3.000690370530863
0.9995266425097665,-0.0017125947072264536
0.00039228483473270945,0.9991633682564133
0.0018373195646200714,1.0007665562335666
-5.06766650538981e-05,4.00050934668853
0.0014122692399061564,-0.00028450557426674234
2.000679682641801,-0.0023732805746787358
-7.071707467017995e-05,-2.0727517691240807e-05
1.9981011877636563,1.0023808581294624
0.9999693934391699,0.9990769507709163
0.9970755148485652,0.0005368039464364287
-0.00014146812216735317,0.0005609168435598345
0.0007795615200746943,0.0010439132469930894
-0.0012739933351857472,1.001067186513357
1.779292433593748e-05,-0.0004840975187303293
0.9997998616729707,2.001471088000878
0.0022547631830665857,-0.00034213371762266377
-0.0023529445726227184,0.0005447379820910228
-0.0012452732819068534,2.998901091120402
0.003102790598951,0.9983656164746503
2.002049422621318,0.0005453639694668722
1.999820379239337,-0.00023245738097348576
-0.001828630719010257,0.0023519145659122442
0.9995790765473811,0.9989004011533367
1.0009925273191984,1.9998426083013958
1.0001679240528878,5.000367932731786
0.9996826162229693,0.0028426441824973563
1.9997602685394202,0.00011988728102180862
1.001572535379922,-0.0003566599978722965
