eyecolor,haircolor
-0.001217626958716175,0.001373174674992836
-0.002923171304473289,2.0057486179083193
-0.0010909052325769103,-0.0014792102183170423
2.0001356005632513,4.059507701246437
0.9982383665573646,4.057351699254536
3.0006765265182747,0.0008072269353420191
0.9982100635023979,-0.0026064279074491806
2.999051631012742,1.595950868111832
-0.0018301877181968297,-0.0007317945887377267
2.998525389702159,4.056590604007707
0.0013447318289934664,4.060013408078366
3.2306334922867806e-05,3.0333389461198026
0.002472097365017087,-0.0003280099963282875
2.000089571870646,4.060003187119718
-0.004114591748608686,4.055973486126595
2.9988629583373556,-0.0002051516469316623
9.534844053760197e-07,-0.00042878457852417527
2.996584147021819,2.9286547242389624
3.002211521477956,9.503759136100768e-05
3.0004194798534916,0.5195627255976598
2.999609103983819,4.225065142250685
0.9976405331806081,1.902255096566654
2.9989245865071568,4.055287124971567
2.999241973363515,4.053766809793697
0.0022464504586402457,1.352182932457793
3.0008913030291677,-0.0016990968884267833
-0.00031041800972975825,4.059714081155788
2.9978761213794622,4.057089020399887
0.996388718035399,-0.0016138103359888889
2.9996544045750713,2.8512655546716266
-0.0016050801688888166,-0.0005359899228585625
1.998375859535473,-0.00016133340505482044
2.998779845566445,3.1527434605358673
0.001922883857046402,4.057470014773223
-0.0007181417062573423,0.0023999405085248907
3.0007856795933505,-0.0012786212445358906
-0.001737787098295355,-0.00027406101714239344
0.0010440975341565724,2.5439017736350222
0.9963040601495303,-0.0017501429316291166
1.996209550850256,2.0886859147147683
2.999423846775254,4.055099509134104
0.9984502344197845,0.0012877004580581352
-0.0005536338872800419,4.057347936269687
1.0013637396801451,4.270072485326441
-0.001144715406154604,-0.0018356547000917202
0.0017421142480733667,0.0013420695069135229
0.0003464442787371696,-4.048383279899991e-06
3.0010572819908754,1.4248140783486627
-0.0027815047597438756,-0.0002974209930352759
-0.0031069434656601303,4.0576985646289305
