eyecolor,haircolor
0.2614636587575798,-0.8176810810001642
-0.1528256697544172,0.06753964932100835
-0.2613531690495403,0.02001359239545184
0.19362113293487937,0.21255207644830437
0.010485746092602777,0.50408205596171
0.5297205238053028,-0.03907936329378327
1.478787941688892,0.13483206749910992
1.5522594718834515,2.729286913713205
-0.03287924003647855,2.9121055274866157
-0.0547444369020037,0.3556569788841256
0.6174004872330613,0.09514623712109488
0.4847267198291351,0.29908957520031465
0.5736612475199245,1.0163402261602896
-0.38548856647078367,2.2788372897663316
-0.04371181065721026,0.9255821131487522
0.2398137651294922,0.23691003773057945
0.25437673468926253,0.2883013452429623
-0.08062826394539946,0.506611861518955
0.2009643603666054,0.17420429385386582
0.015192902053305325,0.21408542748888482
1.542485473989194,0.9751800141947589
0.10300720197782773,-0.1558896041419368
-0.16935780907036224,0.03926965545963755
0.13914085139539245,2.5240990252351567
0.13581809486095262,0.49901534736334113
-0.1770010858698966,0.968466300729771
0.3268221536988903,0.21588885064673552
-1.0707787794475063,0.22342149848043824
0.36629193123784554,0.048848826386283226
-0.14921864394353906,-0.4862195783544704
-0.7457463042202469,0.012727663998945048
0.624072686633598,-0.4256406670319155
0.0072662033046641,1.1330714465384077
0.08325919603297033,0.08527770939018137
-0.4898014683022286,0.003585388865400288
1.8127505115553095,2.690278647314294
1.0731074327593766,0.48059183302029135
-0.5167936025777642,-0.5077538466217904
0.15715177685718135,0.21804430277048104
1.8136094192731669,-0.14690271807878852
0.32685355483729167,-0.21259607003489228
0.5029899670864273,-0.8112425734725538
-0.35857849240267753,0.052046893606963546
-0.12358023578063525,-0.06474310364044773
0.1752865839126142,1.0304497971848523
-0.2325192126477424,-0.8829946283831803
1.5429735598769185,1.0751670889540899
-0.08011163765608215,0.10253371922219175
0.10927244003457828,2.03389904030465
-0.2513162954384747,-0.03959343083316015
