eyecolor,haircolor
8.869781941266593e-05,3.998916279264189
0.003898333867265048,1.00024788805233
-0.0021290839106392315,1.999065229551757
5.248755300785986e-05,-0.00040292259958981123
0.0026769796023049562,0.004399680988233096
-0.00047515888964019153,-0.0022202956533556957
0.0019723071667246774,0.001656188928037186
-0.0024526001117013375,-0.0018894579809621268
2.001086055841413,1.0000807699758938
0.000780595391759015,-0.0008185439509587283
0.00018643062631108038,1.0014421680505294
0.0006392562933069025,-0.001380165550126849
-0.0010722941373798567,-0.0009101638850938546
-0.0002249909504233743,-0.00251541027899847
0.00034781569585078077,3.999814500619695
-0.0008427201190682664,1.0003873102986032
-0.0009519106127420767,-0.001710537137581974
0.003370381188849454,-0.000801100918571494
-0.0035387879257272477,0.001238225651192823
-4.4310986973189646e-05,0.0007053901485201741
-0.0003556457189436718,-0.0014927474014285076
-0.00016929352811064272,-0.00023128858161138127
-0.0015389818772297288,6.232786967131322e-06
-0.0011598553564772724,3.9990397216727476
0.0027785746333970868,0.0010858894400623282
1.001015762120767,0.9992976074752216
2.0005594018819877,2.000126542997659
-0.00066858190120602,-0.0027868156480828255
1.9998399792035086,1.0006549385484032
0.0023254151569268417,-0.001772689070066153
0.0016798731085598136,0.0017320429760514676
-0.0016887032679728908,0.0015663466095644566
-5.98513651502501e-05,0.0006477657786482712
-0.002007444842727195,0.002890531060074417
0.00046359532049205664,3.9979575828966945
-0.0011294935233345125,-0.001311809938939616
2.0017492491377484,-0.0010887389664400433
0.0024016824629509914,4.0001638284895416
0.0014527452836924212,-0.0015853687494789587
-6.21551638977826e-05,0.0016453238725851606
0.0010028632556300472,0.0005758980293294584
-0.001810099716278452,-0.0019066926586636434
2.9995794844085197,0.002186640347502086
-0.0007430133383478875,-0.0006741410747722067
1.0004913707632772,0.0008207430473804632
0.0014231106180409168,2.0007548829088138
-0.0007001601568359416,0.002733338320073399
-0.0008339500492140538,-0.00024751643026161576
2.9987307789594593,-0.0009225280401208692
-0.003193538660961794,0.0011943843172571515
