burglary,earthquake
0.0011397944581964142,0.0004904198135784232
-0.0011783815273217794,0.0005484060957717431
0.0015026348673732128,0.0009243110736076495
0.0010410561249424625,0.0005942268294198543
-0.00022677672899750774,-0.0008554734635614962
-0.0018910420505988152,-0.001527452373025182
-0.00010920211190347564,-0.0006219166155443525
-0.0010614320963220787,-0.0014065876041594629
0.001371901247369255,0.0009628621377834063
0.00024215598548809423,-0.002181487459374078
-0.0016090154748349297,-0.0011782513785117035
-0.0020806681722282177,-0.0010402339227749496
0.0010400098541853142,0.0013041168985852777
-0.001341176896752758,0.000504640421270215
-9.839601869105573e-05,0.00036510277184635524
-0.003671783380660652,-0.001924945322574747
-0.0006298962294819843,-0.0010886006916280666
0.0004584328077625542,0.0010917090465727948
-0.0017936429663075648,5.499577812701993e-05
0.001078787875979441,-0.00361769381098012
-0.0014556056513774574,-0.0008401637445968544
0.00034345825472420325,-0.00011207570462132373
-0.0020285188330983663,-0.00021056762542814652
-0.00176901435454409,-0.003100456704506537
-0.0010009616958644317,0.002045312631229681
-0.0008463310077182193,-8.616337570677629e-05
0.0012194173538377234,-0.0014468114954906907
0.0007742013525251055,0.0005022627829314607
0.0015255786940975172,-0.0035761374766272017
-0.0010399884391503445,0.0011308633235714463
-0.0013980109766114166,3.074668276266898e-05
-0.000199346656309139,-0.0005591310980411614
0.000710994258403745,0.0005837941992375031
-3.024946633230722e-06,0.0007945057947253555
-0.0004919059250256317,-0.0009149668768455123
8.778906297141394e-05,-0.0016878768034109604
-0.002237604507894268,0.0014274533256011831
0.0036477395861882543,7.284030091280046e-05
0.001328479475724152,-0.0020063114968921934
-0.0019918242451857364,-0.0011369377356153622
0.0027115407795414554,-0.0010496210556912157
0.00140654822935248,-0.0018189819845327128
0.001367350958755054,0.0013445149886364535
0.0020428227067213573,-0.00012632248698890393
0.0033998824601647695,0.002053385093071725
-5.196878756417025e-05,0.0017651250017751826
-0.0006755588209239636,-0.0018782341087629972
0.0020661016295209,-0.0011561448000322514
0.0010129201316923533,0.0014489196254898903
0.0006123424363956122,-0.0011207611809798573
