burglary,earthquake
-0.0006995108038653796,0.0015727184879300627
-0.0010940825164084662,-0.0008046131341751366
-0.0009296169320916119,-0.0008919523399250614
0.0017029746474052907,0.0005610079455882585
6.920440920808168e-05,-5.037490390311941e-05
0.0017707423312702181,-0.0010118427473789866
-0.0005883034922312941,-8.992921623206383e-05
0.0006153380961061343,-0.0005991905864875415
0.0009515432904806345,1.6220871637671326e-05
4.6142197519992e-05,0.00014785952027935285
0.0007653661300350443,8.326523886715558e-05
0.001322125824464719,-0.0004939041193861379
-0.0006794792146684763,-0.001646404025127922
0.0003474504986034922,-0.0006306205389451698
0.00019335808166922209,0.002664825961920921
0.0008323511064233567,-0.0005376735853131274
-0.001548289494094038,-0.0012499641409947934
-0.0004901797434762288,-0.0001884112458899177
0.002154206381304606,0.00043036235894851755
-0.0012818738592194367,-7.228842546895097e-05
-0.00012043311562986745,0.0007861119376182409
0.002252625945442113,-0.0027779700717656926
-0.0012087328880144806,0.00010064057442874914
-0.0008753938564644653,-0.0007766891669405606
-0.0013482495254956352,0.0004345974849178051
0.0011965391028767472,0.0008699039831568629
-0.0011752520531174621,0.0006905615866815378
-0.0009632588597937934,0.002307252607311998
-0.0011431820052848654,-0.0008409379232197014
-5.366628718493941e-06,9.502357473722866e-05
-0.0008392619555896176,0.0016066909714822458
0.0006792787162507657,5.0090503659858194e-05
0.0003594852914472771,-0.0001644465789684058
0.0009178806714293483,-0.00027944878783977385
0.0008373785255643531,0.0023908118035673694
0.0006473954763258907,-0.000937858509283394
0.0012754582249731431,-0.0007798603506939987
-0.0006679235810135842,-0.0024798353680561616
0.00047682244396276164,0.001245496074973427
0.0005465915642352347,-6.767704150281012e-05
-0.0006813295338955157,0.0011703458671547555
0.00012597149110588594,0.001177102841303804
0.0006468431369088498,-0.0019591390575358103
-0.0015780203811098324,-0.00014133189677651784
0.9954095279417611,-0.0011900924802561248
-0.001994553246575451,0.0011368500563285907
0.00017917709942058606,-0.0009939976303377784
-0.0001600901421966642,-0.001332068574424803
-0.0014144705914886891,0.001983834186227703
-0.0004987349126001016,0.0021837544673279914
